22,5,0,0,0,0,0,2,1,0,0,0,1.9219,0.0000,2,2,0,0,2,0,0.4000,1
21,5,0,0,0,0,0,2,1,0,0,0,2.3219,0.2500,2,2,0,0,1,0.4000,0.2500,1
21,5,0,0,0,0,0,1,1,1,0,0,2.3219,0.2500,2,2,0,1,2,1,0.0000,0
18,4,0,0,0,0,0,1,1,0,1,0,2.0000,0.0000,2,2,0,0,2,1,0.8000,1
19,4,0,0,0,0,0,1,1,0,1,0,2.0000,0.0000,2,2,0,0,2,1,0.4000,1
17,3,0,0,0,0,0,2,0,1,0,0,0.9183,0.0000,2,2,0,1,2,1,0.3000,0
23,5,0,0,0,0,0,1,0,2,0,0,1.9219,0.0000,2,2,0,0,2,1,0.1000,0
18,4,0,0,0,0,0,1,1,0,0,1,2.0000,0.0000,2,2,0,0,2,1,0.4000,1
19,3,0,0,0,0,0,1,0,1,0,0,1.5850,0.0000,2,2,0,0,2,1,0.4000,1
29,4,0,0,0,0,0,3,0,0,0,0,0.8113,0.0000,2,2,0,0,2,1,0.4000,1
21,3,0,0,0,0,0,2,0,0,0,0,0.9183,0.0000,2,2,0,0,2,1,0.7000,1
26,5,0,0,0,0,0,1,0,1,1,0,2.3219,0.0000,2,2,0,0,2,1,0.5000,1
19,4,0,0,0,0,0,1,2,0,0,0,1.5000,0.0000,2,2,0,0,2,1,0.2000,1
22,5,0,0,0,0,0,3,1,0,0,0,1.9219,0.2500,2,2,0,0,0,0.0000,0.0000,0
22,4,0,0,0,0,0,2,0,0,0,0,1.5000,0.3333,2,2,0,0,2,1,0.0000,1
30,6,0,0,0,0,0,1,0,3,1,0,1.7925,0.0000,2,2,0,0,1,0.5000,0.4000,0
21,4,0,0,0,0,0,2,0,0,0,0,1.5000,0.0000,2,2,0,1,2,1,0.6000,1
20,3,0,0,0,0,0,3,0,0,0,0,0.9183,0.5000,2,2,0,0,1,0.1000,0.1000,0
26,5,0,0,0,0,0,2,1,1,1,0,2.3219,0.0000,2,2,0,1,1,0.0000,0.0000,0
18,5,0,0,0,0,0,2,0,1,0,0,1.5219,0.0000,2,2,0,0,2,1,0.2000,1
20,5,0,0,0,0,0,2,0,0,0,0,1.5219,0.0000,2,2,0,0,2,1,0.2000,1
18,3,0,0,0,0,0,2,0,1,0,0,1.5850,0.0000,2,2,0,1,1,0.4000,0.3000,0
20,4,0,0,0,0,0,2,0,0,0,0,2.0000,0.3333,2,2,0,0,1,0.3000,0.3000,1
32,7,0,0,0,0,0,1,2,0,0,0,2.2359,0.0000,2,2,0,0,2,1,0.4000,1
31,7,0,0,0,0,0,3,0,0,0,0,2.2359,0.1667,2,2,0,0,1,0.4000,0.4500,0
21,4,0,0,0,0,0,2,0,0,0,1,2.0000,0.3333,2,2,0,0,1,0.2000,0.2000,0
20,3,0,0,0,0,0,1,1,0,0,0,1.5850,0.0000,2,2,0,0,2,1,0.2000,1
22,6,0,0,0,0,0,2,0,0,0,0,1.9183,0.2000,2,2,0,1,1,0.3000,0.3000,1
21,4,0,0,0,0,0,2,0,0,0,0,1.5000,0.0000,2,2,0,1,2,1,0.7000,1
17,4,0,0,0,0,0,1,0,1,0,1,2.0000,0.0000,2,2,0,1,2,1,0.1000,1
40,7,0,0,0,0,0,2,0,2,1,1,2.5216,0.1667,2,2,0,0,1,0.5000,0.4500,0
26,5,0,0,0,0,0,3,1,0,0,0,1.9219,0.0000,2,2,0,0,1,0.1000,0.1000,0
28,6,0,0,0,0,0,2,1,0,0,0,2.2516,0.0000,2,2,0,0,2,1,0.0000,0
25,4,0,0,0,0,0,3,0,0,0,0,1.5000,1.0000,2,2,0,0,1,0.3000,0.4000,0
23,3,0,0,0,0,0,2,0,0,1,0,1.5850,0.5000,2,2,0,0,1,0.4000,0.2000,0
27,6,0,0,0,0,0,2,0,0,0,0,1.9183,0.0000,2,2,0,0,2,1,0.3000,0
30,5,0,0,0,0,0,2,0,0,1,0,1.9219,0.2500,2,2,0,0,0,0.4000,0.2000,0
23,5,0,0,0,0,0,2,1,0,0,0,1.9219,0.0000,2,2,0,1,2,1,0.4000,1
17,3,0,0,0,0,0,1,1,0,0,0,1.5850,0.0000,2,2,0,1,2,1,0.9000,1
21,4,0,0,0,0,0,2,0,0,0,1,2.0000,0.3333,2,2,0,0,0,0.4000,0.3500,0
34,7,0,0,0,0,0,3,0,1,0,1,2.5216,0.1667,2,2,0,0,0,0.5000,0.4500,0
31,6,0,0,0,0,0,2,1,1,1,0,2.2516,0.2000,2,2,0,0,2,1,0.5000,0
20,4,0,0,0,0,0,2,0,0,0,0,1.5000,0.0000,2,2,0,0,2,1,0.4000,1
19,4,0,0,0,0,0,2,0,0,0,0,1.5000,0.0000,2,2,0,0,2,1,0.8000,1
24,5,0,1,0,0,0,1,1,1,0,0,2.3219,0.2500,2,2,0,0,1,0.3000,0.2500,0
29,5,0,0,0,0,0,2,0,1,0,0,1.5219,0.0000,2,2,0,0,2,1,0.5000,1
14,4,0,0,0,1,0,1,0,1,0,1,2.0000,0.0000,2,2,0,0,1,0.0000,0.0000,0
23,4,0,0,0,0,0,2,1,1,0,0,1.5000,0.3333,2,2,0,0,1,0.1000,0.2500,0
25,4,0,0,0,0,0,1,1,0,1,0,2.0000,0.0000,2,2,0,0,2,1,0.4000,1
32,5,0,0,0,1,0,4,0,0,0,0,1.3710,0.2500,2,2,0,0,1,0.3000,0.3000,0
30,4,0,0,0,0,0,3,0,1,0,0,1.5000,0.0000,2,2,0,0,1,0.2000,0.2500,0
23,5,0,0,0,0,0,0,0,3,0,1,1.3710,0.0000,2,2,0,0,2,1,0.5000,1
24,4,0,0,0,0,0,1,0,1,1,0,2.0000,0.0000,2,2,0,1,2,1,0.3000,1
25,5,0,0,0,0,0,2,0,2,0,0,1.5219,0.2500,2,2,0,1,2,1,0.3000,1
20,4,0,0,0,0,0,2,0,0,0,0,1.5000,0.0000,2,2,0,0,2,1,0.4000,1
23,3,0,0,0,0,0,3,0,0,0,0,0.9183,0.0000,2,2,0,0,1,0.6000,0.6000,0
19,4,0,0,0,0,0,2,0,0,0,0,1.5000,0.0000,2,2,0,0,2,1,0.8000,1
41,5,0,0,0,0,0,2,0,1,0,1,2.3219,0.6667,2,2,0,0,0,0.0000,0.0000,0
24,3,0,0,0,0,0,3,0,0,0,0,0.9183,0.0000,2,2,0,0,1,0.5000,0.3000,0
32,6,0,0,0,0,0,4,0,0,0,0,1.2516,0.0000,2,2,0,0,2,1,0.5000,1
30,5,0,0,0,0,0,3,0,0,0,1,1.9219,0.2500,2,2,0,0,0,0.5000,0.4500,0
24,5,0,0,0,0,0,1,0,1,1,0,1.9219,0.0000,2,2,0,0,2,1,0.5000,1
13,3,0,0,0,0,0,1,0,0,0,0,1.5850,0.5000,2,2,0,0,2,1,0.0000,0
15,4,0,0,0,0,1,1,0,1,0,0,2.0000,0.0000,2,2,0,0,2,1,0.0000,1
16,3,0,0,0,0,0,1,0,0,0,0,1.5850,0.0000,2,2,0,0,2,1,0.2000,0
18,3,0,0,0,0,0,1,0,0,0,0,1.5850,0.5000,2,2,0,0,2,1,0.2000,0
21,5,0,0,0,0,0,2,0,0,0,0,2.3219,0.2500,2,2,0,0,1,0.4000,0.2500,0
18,3,0,0,0,0,0,1,0,0,0,0,1.5850,0.0000,2,2,0,0,2,1,0.4000,0
24,3,1,0,0,0,0,3,0,0,0,0,0.9183,2.0000,2,2,0,0,1,0.4000,0.3500,1
20,4,0,0,0,0,0,1,0,0,1,0,2.0000,0.0000,2,2,0,0,2,1,0.2000,0
23,3,0,0,0,0,0,1,1,0,0,0,1.5850,0.0000,2,2,0,0,2,1,0.5000,1
14,3,0,0,0,0,0,0,0,0,1,1,1.5850,0.0000,2,2,0,0,2,1,0.5000,0
30,5,0,0,0,0,0,2,1,0,0,0,1.9219,0.0000,2,2,0,0,2,1,0.3000,0
14,3,0,0,0,0,0,0,0,0,1,1,1.5850,0.0000,2,2,0,0,2,1,0.4000,0
27,4,0,0,0,0,0,3,0,0,0,0,0.8113,0.0000,2,2,0,1,2,1,0.2000,1
22,4,0,0,0,0,0,2,0,0,0,0,2.0000,1.0000,2,2,0,0,1,0.0000,0.0000,1
30,6,0,0,0,0,0,1,0,3,0,1,1.7925,0.0000,2,2,0,0,2,1,0.5000,1
33,5,0,0,0,0,0,2,1,0,0,0,1.9219,0.0000,2,2,0,0,2,1,0.3000,1
19,4,0,0,0,1,0,2,0,0,0,0,1.5000,0.0000,2,2,0,1,2,1,0.6000,1
28,4,0,0,0,0,0,2,1,0,0,0,2.0000,0.3333,2,2,0,0,1,0.4000,0.4000,1
21,5,0,0,0,0,0,1,1,1,0,0,2.3219,0.2500,2,2,0,0,1,0.6000,0.6000,1
24,4,0,0,0,1,0,2,0,1,0,0,2.0000,1.0000,2,2,0,1,0,0.0000,0.0000,1
23,5,0,0,0,0,0,2,0,1,0,0,1.9219,0.0000,2,2,0,0,0,0.2000,0.1500,0
19,4,0,0,0,0,0,1,1,1,0,0,2.0000,0.0000,2,2,0,0,2,1,0.5000,1
20,4,0,0,0,0,0,1,1,0,0,0,2.0000,0.0000,2,2,0,1,2,1,0.6000,0
17,4,0,0,0,0,0,2,0,1,0,0,2.0000,0.3333,2,2,0,0,1,0.3000,0.2000,1
20,3,0,0,0,0,0,2,0,0,0,0,1.5850,0.0000,2,2,0,0,1,0.9000,0.7000,1
34,4,0,0,0,0,0,3,1,0,0,0,0.8113,0.0000,2,2,0,0,2,1,0.4000,1
27,3,0,0,0,0,0,3,0,0,0,0,0.9183,0.5000,2,2,0,0,1,0.3000,0.5000,1
20,3,0,1,0,0,0,2,0,0,0,0,1.5850,0.0000,2,2,0,0,1,0.1000,0.1000,1
18,3,0,1,0,0,0,1,1,0,0,0,1.5850,0.0000,2,2,0,0,2,1,0.2000,1
21,4,0,0,0,0,0,2,0,0,0,0,1.5000,0.0000,2,2,0,1,2,1,0.7000,1
20,4,0,1,0,0,0,1,1,0,0,0,2.0000,0.0000,2,2,0,1,2,1,0.0000,1
22,3,0,0,0,0,0,2,1,0,0,0,0.9183,0.0000,2,2,0,1,2,1,0.5000,1
18,3,0,1,0,0,0,2,0,0,0,0,0.9183,0.0000,2,2,0,1,2,1,0.5000,1
20,4,0,0,0,0,0,2,1,0,0,0,1.5000,0.3333,2,2,0,0,2,1,0.3000,0
18,3,0,0,0,0,0,1,0,0,0,0,1.5850,0.0000,2,2,0,0,2,1,0.3000,0
16,3,0,0,0,0,0,1,0,0,0,0,1.5850,0.0000,2,2,0,1,2,1,0.3000,0
33,6,0,0,0,0,0,3,2,0,0,0,1.9183,0.0000,2,2,0,0,1,0.4000,0.3500,1
23,5,0,0,0,0,0,2,1,0,0,0,1.9219,0.0000,2,2,0,0,2,1,0.2000,1
33,7,0,1,0,0,0,2,1,1,1,1,2.5216,0.0000,2,2,1,1,2,1,0.4000,1
19,4,0,0,0,0,0,1,1,0,0,0,2.0000,0.0000,2,2,0,0,2,1,0.0000,0
31,6,0,0,0,0,0,3,0,0,0,0,1.7925,0.2000,2,2,0,1,2,1,0.1000,0
16,3,0,0,0,0,0,1,0,0,0,0,1.5850,0.0000,2,2,0,1,2,1,0.3000,0
19,3,0,0,0,0,0,1,1,0,0,0,1.5850,0.0000,2,2,0,0,1,0.4000,0.3500,0
18,3,0,0,0,0,0,1,0,1,0,0,1.5850,0.0000,2,2,0,0,2,1,0.3000,1
34,5,0,0,0,0,0,2,1,0,1,0,1.9219,0.0000,2,2,0,1,2,1,0.4000,0
22,3,0,0,0,0,0,2,0,0,0,0,1.5850,0.5000,2,2,0,1,1,0.5000,0.4000,0
20,4,0,0,0,0,0,2,1,0,0,0,1.5000,0.3333,2,2,0,0,1,0.2000,0.2000,0
29,5,0,0,0,0,0,2,1,1,0,0,2.3219,0.2500,2,2,0,0,1,0.1000,0.3500,1
20,4,0,0,0,0,0,1,1,0,0,0,2.0000,0.3333,2,2,0,0,2,1,0.0000,0
31,7,0,0,0,0,0,2,0,1,1,0,2.2359,0.0000,2,2,1,0,2,1,0.2000,1
20,4,0,0,0,0,0,2,0,0,0,0,1.5000,0.3333,2,2,0,0,2,1,0.0000,0
20,4,0,0,0,0,0,1,1,0,0,0,2.0000,0.3333,2,2,0,0,2,1,0.0000,0
16,3,0,0,0,0,0,1,0,1,0,0,1.5850,0.0000,2,2,0,1,2,1,0.5000,1
20,5,0,0,0,0,1,2,0,0,0,0,1.9219,0.6667,2,2,0,0,1,0.0000,0.0000,0
26,5,0,0,0,0,0,2,1,1,0,0,1.9219,0.6667,2,2,0,0,0,0.3000,0.3500,0
21,4,0,1,0,0,0,3,0,0,0,0,1.5000,0.3333,2,2,0,1,1,0.3000,0.2000,1
22,3,0,0,0,0,0,2,1,0,0,0,0.9183,0.5000,2,2,0,0,2,1,0.9000,1
23,4,0,0,0,0,0,2,1,0,0,0,1.5000,0.3333,2,2,0,0,1,0.2000,0.3000,0
20,3,0,0,0,0,0,1,1,0,0,0,1.5850,0.0000,2,2,0,0,2,1,0.5000,0
21,4,0,0,0,0,0,1,2,0,0,0,1.5000,0.0000,2,2,0,0,2,0,0.7000,0
30,4,0,0,0,0,0,3,1,0,0,0,0.8113,0.0000,2,2,0,0,2,1,0.7000,1
53,10,0,0,0,0,0,2,0,4,1,1,2.1219,0.1111,2,2,0,1,2,1,0.4000,0
22,5,0,0,0,0,0,3,0,1,0,0,1.9219,0.6667,2,2,0,0,1,0.0000,0.1000,0
21,5,0,0,1,1,0,3,0,0,0,0,1.9219,0.2500,2,2,0,0,1,0.0000,0.0000,0
21,3,0,0,0,0,0,2,1,0,0,0,1.5850,0.5000,2,2,0,0,1,0.4000,0.5000,1
32,6,0,0,0,0,0,3,0,2,0,0,1.9183,0.5000,2,2,0,0,0,0.0000,0.0000,0
20,3,0,1,0,0,0,1,1,0,0,0,1.5850,0.0000,2,2,0,1,2,1,0.0000,1
21,3,0,0,0,0,0,2,0,0,0,0,1.5850,0.5000,2,2,0,1,1,0.5000,0.6000,1
22,3,0,0,0,0,0,1,0,2,0,0,0.9183,0.0000,2,2,0,0,2,1,0.6000,1
19,3,0,1,0,0,0,2,0,0,0,0,0.9183,0.0000,2,2,0,0,2,1,0.4000,1
22,6,0,0,0,0,0,3,0,1,1,0,2.2516,0.5000,2,2,0,0,0,0.0000,0.0000,0
23,5,0,0,0,0,0,3,0,0,0,0,1.3710,1.5000,2,2,0,0,1,0.0000,0.0000,0
18,3,0,0,0,0,0,1,0,0,0,0,1.5850,0.5000,2,2,0,0,2,1,0.1000,1
21,4,0,0,0,0,0,1,0,1,0,1,1.5000,0.3333,2,2,0,0,1,0.5000,0.5000,1
22,3,0,0,0,0,0,2,1,0,0,0,0.9183,0.0000,2,2,0,0,2,1,0.5000,1
12,3,0,0,0,0,0,1,0,1,0,1,1.5850,0.5000,2,2,0,0,1,0.2000,0.3000,1
21,5,0,0,0,0,0,2,0,2,0,1,1.9219,0.0000,2,2,0,1,0,0.2000,0.1000,0
37,7,0,0,0,0,0,1,0,4,0,1,1.6645,0.0000,2,2,0,0,2,1,0.4000,0
